@id,@lon,@lat,name
1000000032687572,21.4223040,41.9886480,Клинички центар - Државна болница
1000000179747888,21.4414967,41.9875112,Центар за Јавно Здравје - Пролет
2000000004081495,21.4342043,41.9926817,Градска болница
